4.00
10/Sep/2025	14:53:39	8000
2.00	4.00

Channel 1	Channel 2	Channel 3	Channel 4	Channel 5	Channel 6	Channel 7	Channel 8	Channel 9	Channel 10	Channel 11	Channel 12
-516487.65625	-495511.1875	-516536.59375	-523193.625	99885.5703125	315264	-17113.927734375	-382.607299804688	-127.540138244629	-185.791580200195	-568.467956542969	91.9861297607422
-517166.84375	-432114.78125	-516096.46875	-522602.875	99932.53125	324307.59375	-19954.15625	-622.510437011719	-65.7913818359375	-145.179443359375	-567.179748535156	106.547760009766
-517655.9375	-350406.59375	-516765	-523994.5	100954.9609375	331778.09375	-23001.39453125	-925.823364257812	-11.0489349365234	-153.971542358398	-591.524475097656	111.244453430176
-517025.96875	-250391.328125	-516156.25	-521463.15625	104110.359375	337590.34375	-26195.529296875	-1324.36999511719	42.0685997009277	-164.057479858398	-631.832946777344	135.348068237305
-517376.4375	-141267.140625	-516874.15625	-526089.375	109199.40625	341190.65625	-29465.552734375	-1858.56372070312	95.2181930541992	-154.434936523438	-630.788818359375	146.719787597656
-517520.875	-29124.57421875	-516449.40625	-504765.3125	116481.2890625	341945.53125	-32701.3125	-2520.49877929688	146.342041015625	-157.010864257812	-629.72119140625	156.651214599609
-516979.65625	81492.6796875	-516327.875	-425884.90625	126085.6875	339108.46875	-35942.60546875	-3376.1513671875	183.115905761719	-139.639755249023	-607.895629882812	176.923690795898
-517531.34375	184912.046875	-517238.8125	-335195.46875	137384.703125	331905.375	-39244.5234375	-4383.48291015625	229.340744018555	-127.690162658691	-558.426818847656	157.953720092773
-517302.03125	284302.09375	-481247.1875	-242103.828125	150671.8125	319989.25	-42480.30859375	-5581.0361328125	246.441802978516	-136.963333129883	-529.353271484375	187.421020507812
-515855.59375	372240.28125	-415748.96875	-142924.234375	165609.3125	303022.625	-45515.41015625	-6997.52197265625	250.576416015625	-121.79460144043	-515.547180175781	204.6279296875
-518815.375	457028.34375	-352503.71875	-44214.25390625	180529.484375	280814.3125	-48333.0078125	-8614.2294921875	299.879455566406	-124.149887084961	-459.749206542969	189.576248168945
-512523.65625	516673.84375	-286209.84375	57109.66796875	193960.4375	253847.203125	-50520.6796875	-10482.712890625	335.166839599609	-132.485076904297	-381.405639648438	202.82844543457
-524323	524486.625	-218313.015625	155039.34375	204586.625	223191.515625	-51743.28515625	-12561.7060546875	320.660949707031	-118.245101928711	-293.603393554688	171.534622192383
-477605.5	522015.84375	-147416.484375	254425.515625	211348.5625	189679.6875	-52470.0703125	-14885.43359375	273.641754150391	-115.901184082031	-199.14013671875	168.193023681641
-296560.15625	523942.28125	-72206.546875	346474.53125	214470.828125	153469.765625	-53281.015625	-17428.267578125	220.528549194336	-80.7654724121094	-136.05598449707	166.033218383789
-89188.15625	522602.5	9405.7998046875	441081.875	214021.40625	114166.203125	-53404.921875	-20123.4375	197.441375732422	-61.242317199707	-80.9133224487305	119.594970703125
105821.46875	523552.875	95844.15625	514490.375	209581.390625	70592.3359375	-50973.57421875	-22991.10546875	117.284065246582	-66.1926116943359	-0.850010752677917	115.825790405273
328244.4375	523121.03125	189631.75	525395.6875	201253.0625	22850.59765625	-45699.63671875	-26005.625	-7.80113458633423	-15.4996795654297	83.9648590087891	104.762550354004
